Sentence,Sentiment
"Along with the article, he posted pictorial references to cashless options like credit cards.",Neutral
"""I am sure most of you are using cards and ewallets regularly but I thought I must share with you ways through which increased cashless transactions are possible,"" he said.",Positive
"Modi said the November 8 decision offered ""a unique opportunity"" for small traders, who have a central role in the economic transformation of India.",Neutral
"""Today, our trading community has a historic chance to upgrade themselves and embrace more technology, which will bring greater prosperity,"" he said.",Positive
"PM said when he made the announcement, he was aware that the people of India ""will face inconvenience but I had requested the people of India to bear this short term pain for long term gain.",Neutral
I am happy to see that the people of India are bearing temporary difficulties for the long term gain of the nation.,Positive
"""The Prime Minister said over the last few days, he had opportunities to travel to rural as well as urban areas in Uttar Pradesh, Karnataka, Goa and Punjab.",Neutral
"""Wherever I went, I asked the people  should corruption and black money be eliminated?",Negative
"Should the poor, neomiddle and middle class get their due?",Negative
The answer I got everywhere was a resounding yes!,Neutral
"""(With PTI Inputs)
 




Modi: Not a single Industrialist's loan waived after Modi govt came to power: Arun Jaitley    Feb 14, 2017, 07.",Neutral
"50 PM     LUCKNOW: In a direct reply to Congress vicepresident Rahul Gandhi 's allegation that Modi government had waived of loans to big business houses, Union Finance and Commerce Minister Arun Jaitley said that it was a false allegation.",Negative
"""Though I am not used to using harsh words, I would say that what Rahul had been saying at various public meetings was completely away from truth,"" Jaitley said and added that such a big leader should not speak this way.",Neutral
"Rahul Gandhi should update his knowledge that the Modi government after coming to power on May 26, 2014 has not waived any loan to any big industrialist.",Neutral
"What is true that loans were taken during 2006, 07 and 2008 and their interest has been increasing due to nonpayment of the laons, Jaitley said.",Positive
"In the same vein, he also hit out at Akhilesh government for spreading false allegation that Centre has stopped state funds.",Negative
"The state's share, which was 28 per cent earlier, was increased to 32 per cent and now it is 42 per cent, Jaitley said and added that since there is a simple maths that the state would get 42 per cent, it cannot be increased or decreased.",Negative
"In fact no Central government can reduce that share, Jaitley said and added other than that Centre gives fund for various schemes like MNREGA etc.",Neutral
"Jaitley, who was on a daylong visit to Lucknow, while replying to a quesiton at the press conference said that demonetisation should not be linked with the elections.",Neutral
"""It is part of our programme to clean the system and bring political reforms,"" Jaitley said and reiterated what he said in his budget speech: ""A good cause never loses"".",Positive
The whole opposition was united against the decision of demonetisation while the common man has appreciated the demonetization move of the Modi government.,Neutral
"Hitting out at the SP government, Jaitley said that the Central government has allocated Rs 3.",Neutral
"96 lakh crores for the infrastructure and constructed 10,000 Km road in the country every year, on the other hand the SP Government is taking credit for one partially completed high way in the five years.",Neutral
"Making an attack on the SPCongress tieup, Jaitley said that it is an alliance of compulsion.",Neutral
In the past these Samajwadis were against Congress.,Negative
"Lohiya was the first leader in 60s to give slogan ""Congress hatao desh bachao (Remove Congress and save the country) .",Positive
"However, the present Samajwadi Party has preferred dynasty over ideology and cheated the people.",Neutral
He said that there was a huge wave in favour of BJP in Uttar Pradesh.,Positive
"The signs have been visible with the BJP winning many elections in the recent past, he said and added that it was a sign that the BJP was all set to form government in the state.",Positive
"Like national BJP chief Amit Shah, Jaitley also said that there was a triangular fight as was evident in the phase one with BSP also putting up fight at several seats in the West UP.",Positive
"Congress's failure to unite opposition parties cheers BJP    Dec 27, 2016, 03.",Negative
"20 AM     NEW DELHI: Days before the end of the 50day window sought by Prime Minister Narendra Modi to streamline banking services post demonetisation, the ruling BJP is upbeat over Congress 's failed bid to forge a united front of opposition parties against the currency ban.",Negative
"Senior party members said that while people of the country emerged as the actual soldiers in the fight against black money, parties opposing the move are seen as the ""rallying point of negative politics"".",Negative
